TERRA,186.548,2022-06-30 12:21:58
TERRA,216.37,2022-06-30 12:21:58
COTA,253.002,2022-06-30 12:21:59
TERRA,149.283,2022-06-30 12:21:59
COTA,214.971,2022-06-30 12:21:59
TERRA,149.905,2022-06-30 12:22:00
COTA,159.035,2022-06-30 12:22:00
MONA,174.669,2022-06-30 12:22:00
TERRA,156.055,2022-06-30 12:22:00
COTA,177.898,2022-06-30 12:22:00
MONA,277.769,2022-06-30 12:22:00
LISA,261.849,2022-06-30 12:22:01
TERRA,304.861,2022-06-30 12:22:01
COTA,181.934,2022-06-30 12:22:01
MONA,181.592,2022-06-30 12:22:01
BOSSA,164.294,2022-06-30 12:22:01
LISA,238.565,2022-06-30 12:22:01
TERRA,150.85,2022-06-30 12:22:01
COTA,260.384,2022-06-30 12:22:01
MONA,260.274,2022-06-30 12:22:01
NOVA,202.274,2022-06-30 12:22:02
LISA,298.158,2022-06-30 12:22:02
BOSSA,300.344,2022-06-30 12:22:02
TERRA,194.795,2022-06-30 12:22:02
TERRA,207.543,2022-06-30 12:22:02
COTA,213.186,2022-06-30 12:22:02
MONA,212.446,2022-06-30 12:22:02
NOVA,211.956,2022-06-30 12:22:02
LISA,169.344,2022-06-30 12:22:02
TERRA,279.242,2022-06-30 12:22:02
BOSSA,281.401,2022-06-30 12:22:02
COTA,196.051,2022-06-30 12:22:03
TERRA,499.647,2022-06-30 12:22:03
COTA,499.474,2022-06-30 12:22:03
MONA,499.471,2022-06-30 12:22:03
NOVA,499.101,2022-06-30 12:22:03
LISA,267.807,2022-06-30 12:22:03
MONA,168.494,2022-06-30 12:22:03
LISA,200.065,2022-06-30 12:22:04
TERRA,202.275,2022-06-30 12:22:04
COTA,277.807,2022-06-30 12:22:04
BOSSA,279.411,2022-06-30 12:22:04
BOSSA,295.866,2022-06-30 12:22:04
TERRA,317.144,2022-06-30 12:22:04
COTA,316.829,2022-06-30 12:22:04
MONA,316.477,2022-06-30 12:22:04
NOVA,316.081,2022-06-30 12:22:04
LISA,315.757,2022-06-30 12:22:04
MONA,315.419,2022-06-30 12:22:04
LISA,315.096,2022-06-30 12:22:04
TERRA,165.051,2022-06-30 12:22:04
COTA,267.761,2022-06-30 12:22:05
NOVA,179.685,2022-06-30 12:22:05
BOSSA,267.921,2022-06-30 12:22:05
BOSSA,153.072,2022-06-30 12:22:05
TERRA,174.656,2022-06-30 12:22:05
COTA,279.846,2022-06-30 12:22:05
MONA,279.292,2022-06-30 12:22:05
NOVA,278.744,2022-06-30 12:22:05
LISA,278.075,2022-06-30 12:22:05
MONA,277.468,2022-06-30 12:22:05
LISA,276.742,2022-06-30 12:22:05
TERRA,276.15,2022-06-30 12:22:05
COTA,275.508,2022-06-30 12:22:05
NOVA,274.947,2022-06-30 12:22:05
TERRA,202.117,2022-06-30 12:22:05
BOSSA,274.517,2022-06-30 12:22:05
BOSSA,169.667,2022-06-30 12:22:05
TERRA,189.813,2022-06-30 12:22:05
COTA,277.219,2022-06-30 12:22:06
LISA,274.572,2022-06-30 12:22:06
LISA,273.02,2022-06-30 12:22:06
MONA,277.149,2022-06-30 12:22:06
TERRA,272.643,2022-06-30 12:22:06
MONA,274.72,2022-06-30 12:22:06
COTA,272.142,2022-06-30 12:22:06
TERRA,270.439,2022-06-30 12:22:06
NOVA,277.426,2022-06-30 12:22:06
NOVA,271.898,2022-06-30 12:22:06
COTA,175.681,2022-06-30 12:22:06
BOSSA,270.622,2022-06-30 12:22:06
BOSSA,167.524,2022-06-30 12:22:06
TERRA,160.829,2022-06-30 12:22:06
COTA,266.759,2022-06-30 12:22:06
LISA,266.111,2022-06-30 12:22:06
LISA,265.401,2022-06-30 12:22:06
MONA,264.703,2022-06-30 12:22:06
TERRA,264.069,2022-06-30 12:22:06
MONA,263.34,2022-06-30 12:22:06
COTA,262.557,2022-06-30 12:22:06
TERRA,261.742,2022-06-30 12:22:06
NOVA,261.049,2022-06-30 12:22:06
NOVA,260.294,2022-06-30 12:22:06
COTA,259.65,2022-06-30 12:22:06
BOSSA,259.045,2022-06-30 12:22:06
MONA,271.726,2022-06-30 12:22:06
BOSSA,312.752,2022-06-30 12:22:06
TERRA,189.132,2022-06-30 12:22:06
TERRA,184.458,2022-06-30 12:22:06
TERRA,181.929,2022-06-30 12:22:06
COTA,189.05,2022-06-30 12:22:06
MONA,186.454,2022-06-30 12:22:06
MONA,184.823,2022-06-30 12:22:06
COTA,184.176,2022-06-30 12:22:06
COTA,180.747,2022-06-30 12:22:06
NOVA,182.95,2022-06-30 12:22:06
NOVA,182.282,2022-06-30 12:22:06
LISA,190.37,2022-06-30 12:22:06
LISA,189.749,2022-06-30 12:22:06
BOSSA,181.562,2022-06-30 12:22:06
LISA,221.338,2022-06-30 12:22:07
MONA,229.887,2022-06-30 12:22:07
BOSSA,180.656,2022-06-30 12:22:07
TERRA,265.821,2022-06-30 12:22:07
TERRA,265.317,2022-06-30 12:22:07
TERRA,264.759,2022-06-30 12:22:07
LISA,256.246,2022-06-30 12:22:07
LISA,255.419,2022-06-30 12:22:07
NOVA,258.718,2022-06-30 12:22:07
NOVA,257.984,2022-06-30 12:22:07
COTA,265.014,2022-06-30 12:22:07
MONA,264.086,2022-06-30 12:22:07
MONA,263.132,2022-06-30 12:22:07
COTA,262.466,2022-06-30 12:22:07
COTA,261.667,2022-06-30 12:22:07
BOSSA,256.753,2022-06-30 12:22:07
BOSSA,183.142,2022-06-30 12:22:07
LISA,151.009,2022-06-30 12:22:07
MONA,264.632,2022-06-30 12:22:07
BOSSA,153.106,2022-06-30 12:22:07
TERRA,308.754,2022-06-30 12:22:08
TERRA,308.155,2022-06-30 12:22:08
TERRA,307.515,2022-06-30 12:22:08
LISA,306.814,2022-06-30 12:22:08
LISA,306.188,2022-06-30 12:22:08
NOVA,305.518,2022-06-30 12:22:08
NOVA,304.926,2022-06-30 12:22:08
NOVA,227.831,2022-06-30 12:22:08
COTA,304.728,2022-06-30 12:22:08
MONA,304.096,2022-06-30 12:22:08
MONA,303.433,2022-06-30 12:22:08
COTA,302.837,2022-06-30 12:22:08
COTA,302.263,2022-06-30 12:22:08
BOSSA,301.635,2022-06-30 12:22:08
BOSSA,301.123,2022-06-30 12:22:08
LISA,194.491,2022-06-30 12:22:08
MONA,175.379,2022-06-30 12:22:08
TERRA,187.171,2022-06-30 12:22:08
BOSSA,270.59,2022-06-30 12:22:08
TERRA,158.718,2022-06-30 12:22:08
TERRA,310.53,2022-06-30 12:22:08
TERRA,310.122,2022-06-30 12:22:08
LISA,318.431,2022-06-30 12:22:08
LISA,318.206,2022-06-30 12:22:08
NOVA,317.971,2022-06-30 12:22:08
NOVA,317.227,2022-06-30 12:22:08
NOVA,316.776,2022-06-30 12:22:08
BOSSA,311.049,2022-06-30 12:22:08
BOSSA,310.903,2022-06-30 12:22:08
LISA,310.714,2022-06-30 12:22:08
COTA,318.531,2022-06-30 12:22:08
MONA,318.221,2022-06-30 12:22:08
MONA,317.886,2022-06-30 12:22:08
COTA,317.452,2022-06-30 12:22:08
COTA,317.03,2022-06-30 12:22:08
MONA,178.073,2022-06-30 12:22:08
TERRA,177.364,2022-06-30 12:22:08
BOSSA,176.937,2022-06-30 12:22:08
COTA,175.386,2022-06-30 12:22:09
TERRA,166.685,2022-06-30 12:22:09
TERRA,164.016,2022-06-30 12:22:09
TERRA,275.994,2022-06-30 12:22:09
LISA,275.268,2022-06-30 12:22:09
LISA,274.647,2022-06-30 12:22:09
NOVA,273.911,2022-06-30 12:22:09
NOVA,273.253,2022-06-30 12:22:09
NOVA,272.47,2022-06-30 12:22:09
LISA,269.84,2022-06-30 12:22:09
COTA,269.033,2022-06-30 12:22:09
MONA,268.119,2022-06-30 12:22:09
MONA,267.354,2022-06-30 12:22:09
COTA,266.644,2022-06-30 12:22:09
COTA,265.978,2022-06-30 12:22:09
MONA,265.315,2022-06-30 12:22:09
TERRA,264.61,2022-06-30 12:22:09
BOSSA,273.754,2022-06-30 12:22:09
